"OBJECTID","URL","RETURN_VERSION","ORG_EIN","ORG_NAME_L1","ORG_NAME_L2","RETURN_TYPE","TAX_YEAR","F9_09_INFO_SCHED_O_X","F9_09_EXP_GRANT_US_ORG_TOT","F9_09_EXP_GRANT_US_ORG_PROG","F9_09_EXP_GRANT_US_INDIV_TOT","F9_09_EXP_GRANT_US_INDIV_PROG","F9_09_EXP_GRANT_FRGN_TOT","F9_09_EXP_GRANT_FRGN_PROG","F9_09_EXP_BEN_PAID_MEMB_TOT","F9_09_EXP_BEN_PAID_MEMB_PROG","F9_09_EXP_COMP_DTK_TOT","F9_09_EXP_COMP_DTK_PROG","F9_09_EXP_COMP_DTK_MGMT","F9_09_EXP_COMP_DTK_FUNDR","F9_09_EXP_COMP_DSQ_PERS_TOT","F9_09_EXP_COMP_DSQ_PERS_PROG","F9_09_EXP_COMP_DSQ_PERS_MGMT","F9_09_EXP_COMP_DSQ_PERS_FUNDR","F9_09_EXP_OTH_SAL_WAGE_TOT","F9_09_EXP_OTH_SAL_WAGE_PROG","F9_09_EXP_OTH_SAL_WAGE_MGMT","F9_09_EXP_OTH_SAL_WAGE_FUNDR","F9_09_EXP_PENSION_CONTR_TOT","F9_09_EXP_PENSION_CONTR_PROG","F9_09_EXP_PENSION_CONTR_MGMT","F9_09_EXP_PENSION_CONTR_FUNDR","F9_09_EXP_OTH_EMPL_BEN_TOT","F9_09_EXP_OTH_EMPL_BEN_PROG","F9_09_EXP_OTH_EMPL_BEN_MGMT","F9_09_EXP_OTH_EMPL_BEN_FUNDR","F9_09_EXP_PAYROLL_TAX_TOT","F9_09_EXP_PAYROLL_TAX_PROG","F9_09_EXP_PAYROLL_TAX_MGMT","F9_09_EXP_PAYROLL_TAX_FUNDR","F9_09_EXP_FEE_SVC_MGMT_TOT","F9_09_EXP_FEE_SVC_MGMT_PROG","F9_09_EXP_FEE_SVC_MGMT_MGMT","F9_09_EXP_FEE_SVC_MGMT_FUNDR","F9_09_EXP_FEE_SVC_LEGAL_TOT","F9_09_EXP_FEE_SVC_LEGAL_PROG","F9_09_EXP_FEE_SVC_LEGAL_MGMT","F9_09_EXP_FEE_SVC_LEGAL_FUNDR","F9_09_EXP_FEE_SVC_ACC_TOT","F9_09_EXP_FEE_SVC_ACC_PROG","F9_09_EXP_FEE_SVC_ACC_MGMT","F9_09_EXP_FEE_SVC_ACC_FUNDR","F9_09_EXP_FEE_SVC_LOB_TOT","F9_09_EXP_FEE_SVC_LOB_PROG","F9_09_EXP_FEE_SVC_LOB_MGMT","F9_09_EXP_FEE_SVC_LOB_FUNDR","F9_09_EXP_FEE_SVC_FUNDR_TOT","F9_09_EXP_FEE_SVC_FUNDR_PROG","F9_09_EXP_FEE_SVC_FUNDR_MGMT","F9_09_EXP_FEE_SVC_FUNDR_FUNDR","F9_09_EXP_FEE_SVC_INVEST_TOT","F9_09_EXP_FEE_SVC_INVEST_PROG","F9_09_EXP_FEE_SVC_INVEST_MGMT","F9_09_EXP_FEE_SVC_INVEST_FUNDR","F9_09_EXP_FEE_SVC_OTH_TOT","F9_09_EXP_FEE_SVC_OTH_PROG","F9_09_EXP_FEE_SVC_OTH_MGMT","F9_09_EXP_FEE_SVC_OTH_FUNDR","F9_09_EXP_AD_PROMO_TOT","F9_09_EXP_AD_PROMO_PROG","F9_09_EXP_AD_PROMO_MGMT","F9_09_EXP_AD_PROMO_FUNDR","F9_09_EXP_OFFICE_TOT","F9_09_EXP_OFFICE_TOT_V2","F9_09_EXP_OFFICE_PROG","F9_09_EXP_OFFICE_MGMT","F9_09_EXP_OFFICE_FUNDR","F9_09_EXP_INFO_TECH_TOT","F9_09_EXP_INFO_TECH_PROG","F9_09_EXP_INFO_TECH_MGMT","F9_09_EXP_INFO_TECH_FUNDR","F9_09_EXP_ROY_TOT","F9_09_EXP_ROY_PROG","F9_09_EXP_ROY_MGMT","F9_09_EXP_ROY_FUNDR","F9_09_EXP_OCCUPANCY_TOT","F9_09_EXP_OCCUPANCY_PROG","F9_09_EXP_OCCUPANCY_MGMT","F9_09_EXP_OCCUPANCY_FUNDR","F9_09_EXP_TRAVEL_TOT","F9_09_EXP_TRAVEL_PROG","F9_09_EXP_TRAVEL_MGMT","F9_09_EXP_TRAVEL_FUNDR","F9_09_EXP_TRAVEL_ENTMT_TOT","F9_09_EXP_TRAVEL_ENTMT_PROG","F9_09_EXP_TRAVEL_ENTMT_MGMT","F9_09_EXP_TRAVEL_ENTMT_FUNDR","F9_09_EXP_CONF_MEETING_TOT","F9_09_EXP_CONF_MEETING_PROG","F9_09_EXP_CONF_MEETING_MGMT","F9_09_EXP_CONF_MEETING_FUNDR","F9_09_EXP_INT_TOT","F9_09_EXP_INT_PROG","F9_09_EXP_INT_MGMT","F9_09_EXP_INT_FUNDR","F9_09_EXP_PAY_AFFIL_TOT","F9_09_EXP_PAY_AFFIL_PROG","F9_09_EXP_PAY_AFFIL_MGMT","F9_09_EXP_PAY_AFFIL_FUNDR","F9_09_EXP_DEPREC_TOT","F9_09_EXP_DEPREC_PROG","F9_09_EXP_DEPREC_MGMT","F9_09_EXP_DEPREC_FUNDR","F9_09_EXP_INSURANCE_TOT","F9_09_EXP_INSURANCE_PROG","F9_09_EXP_INSURANCE_MGMT","F9_09_EXP_INSURANCE_FUNDR","F9_09_EXP_OTH_OTH_TOT","F9_09_EXP_OTH_OTH_PROG","F9_09_EXP_OTH_OTH_MGMT","F9_09_EXP_OTH_OTH_FUNDR","F9_09_EXP_TOT_TOT","F9_09_EXP_TOT_PROG","F9_09_EXP_TOT_MGMT","F9_09_EXP_TOT_FUNDR","F9_09_EXP_JOINT_COST_X","F9_09_EXP_JOINT_COST_TOT","F9_09_EXP_JOINT_COST_PROG","F9_09_EXP_JOINT_COST_MGMT","F9_09_EXP_JOINT_COST_FUNDR","EIN2"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202012589349200831","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202012589349200831_public.xml","2019v5.1","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11315","","","","","","","","","","","","9570","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIN-04-3266589"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202003219349305285","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202003219349305285_public.xml","2019v5.1","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2019","","","","","","","","","","22750","2275","5688","14787","","","","","279302","129954","37963","111385","","","","","122","53","18","51","24586","10763","3553","10270","","","","","5000","","5000","","6650","","6650","","","","","","","","","","","","","","22372","","22372","","2389","2389","","","7273","","5819","727","727","2911","2911","","","","","","","87794","70236","13169","4389","","","","","","","","","150","75","75","","2800","","2800","","","","","","40905","32724","6136","2045","23626","18901","3544","1181","9158","7404","1015","739","586910","325453","114205","147252","","","","","","EIN-02-0240383"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202043219349317459","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202043219349317459_public.xml","2019v5.1","43543134","THE DOUG FLUTIE JR FOUNDATION FOR","AUTISM INC","990","2019","","547181","547181","66549","66549","","","","","115958","69575","5798","40585","","","","","239307","120879","24429","93999","3596","1786","283","1527","","","","","36453","19583","3177","13693","","","","","","","","","45104","","45104","","","","","","","","","","19014","","19014","","37943","","9970","27973","","","","","40369","","6901","22584","10884","48860","17048","16821","14991","","","","","29583","13525","3288","12770","10853","7486","89","3278","","","","","","","","","","","","","","","","","11976","","11976","","5293","3552","529","1212","11823","","","11823","1405952","947252","191923","266777","","","","","","EIN-04-3543134"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202231369349302503","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202231369349302503_public.xml","2020v4.1","30179298","President and Fellows of Middlebury","College","990","2020","","1086669","1086669","73964377","73964377","1066660","1066660","","","4188646","712070","2764506","712070","108959","108959","","","117487870","101491787","14760887","1235196","13051382","10812968","1845336","393078","25720037","21831535","3768867","119635","7710243","6387876","1090152","232215","","","","","322817","2241","320576","","418561","148465","270096","","","","","","","","","","10121708","","10121708","","","","","","699053","115966","524778","58309","714579","","328529","347445","38605","3049297","760027","2289270","","","","","","12157704","5639764","6517940","","639745","518833","108757","12155","","","","","176033","82087","84551","9395","9214058","8476934","663412","73712","","","","","21239333","19680396","1403043","155894","2437609","33344","2404265","","","","","","342014276","280785328","56319513","4909435","","","","","","EIN-03-0179298"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202103159349305475","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202103159349305475_public.xml","2020v4.1","43543134","THE DOUG FLUTIE JR FOUNDATION FOR","AUTISM INC","990","2020","","697469","697469","73361","73361","","","","","116198","58099","5810","52289","","","","","239710","131268","31141","77301","1917","1011","123","783","","","","","35533","18921","3741","12871","","","","","","","","","45600","","45600","","","","","","","","","","20429","","20429","","42498","1366","7140","33992","2402","","2402","","21327","","1963","16473","2891","45490","16849","14994","13647","","","","","22430","11506","2549","8375","957","670","","287","","","","","","","","","","","","","","","","","9266","","9266","","5129","3416","610","1103","9674","","","9674","1489868","1076285","161310","252273","","","","","","EIN-04-3543134"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202221959349302302","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202221959349302302_public.xml","2020v4.0","42259692","SOUTH SHORE ART CENTER INC","","990","2020","","","","","","","","","","","","","","","","","","296891","210127","64574","22190","","","","","","","","","24388","17261","5304","1823","","","","","","","","","12250","","12250","","","","","","","","","","","","","","16385","16385","","","162","114","16","32","20368","","14807","3134","2427","","","","","","","","","","","","","","","","","","","","","2486","1484","601","401","4800","","4800","","","","","","38129","32028","4957","1144","12138","10196","1578","364","30927","22152","5193","3582","499378","355291","112124","31963","","","","","","EIN-04-2259692"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202102599349200715","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202102599349200715_public.xml","2020v4.1","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7085","","","","","","","","","","","","9570","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIN-04-3266589"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202242249349301219","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202242249349301219_public.xml","2020v4.2","42104310","Holyoke Visiting Nurse Association Inc","","990","2020","","","","","","","","","","","","","","","","","","4385176","3502534","882642","","","","","","396673","316831","79842","","370492","296394","74098","","423915","","423915","","2879","","2879","","40184","","40184","","","","","","","","","","2955","","2955","","555063","126469","428594","","3203","2558","645","","145586","","115808","29778","","99306","79318","19988","","","","","","102680","82013","20667","","132128","124870","7258","","","","","","776","620","156","","","","","","","","","","5135","4101","1034","","47441","37892","9549","","","","","","7226237","5198597","2027640","0","","","","","","EIN-04-2104310"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202200459349301535","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202200459349301535_public.xml","2020v4.2","60840436","BENHAVEN INC","","990","2020","","","","","","","","","","329850","306233","23617","","","","","","13614072","12591242","1022830","","343019","332439","10580","","2781713","2695917","85796","","1013977","982703","31274","","","","","","62451","","62451","","52900","","52900","","","","","","","","","","","","","","608816","583859","24957","","6057","6057","","","92173","","21447","70726","","","","","","","","","","291247","236704","54543","","275042","247771","27271","","","","","","21159","21149","10","","112460","112460","","","","","","","507082","461966","45116","","134112","","134112","","70197","50979","12550","6668","21505489","19627290","1871531","6668","","","","","","EIN-06-0840436"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202133179349300428","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202133179349300428_public.xml","2020v4.1","50258941","BETHANY HOME OF RI INC","","990","2020","","","","","","","","","","163410","","163410","","","","","","2540643","2358519","182124","","59094","57393","1701","","254028","229388","24640","","234057","206296","27761","","","","","","29998","","29998","","30990","","30990","","","","","","","","","","","","","","154791","31212","123579","","5648","","5648","","18200","","","18200","","14586","","14586","","","","","","200290","200290","","","1258","","1258","","","","","","4906","","4906","","","","","","","","","","219437","204400","15037","","112087","94734","17353","","104990","87353","17637","","4746526","3989448","757078","0","","","","","","EIN-05-0258941"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202102009349301110","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202102009349301110_public.xml","2020v4.1","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2020","","","","","","","","","","73731","7373","47925","18433","","","","","224988","107998","32529","84461","","","","","2998","1158","807","1033","24512","9467","6602","8443","","","","","9691","","9691","","5950","","5950","","","","","","","","","","","","","","19192","","19192","","1528","1528","","","6702","","5363","669","670","1377","1377","","","","","","","103045","82436","15457","5152","","","","","","","","","","","","","1750","","1750","","","","","","41292","33033","6194","2065","10252","8201","1538","513","5984","2882","3047","55","575679","295085","152656","127938","","","","","","EIN-02-0240383"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202230949349300208","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202230949349300208_public.xml","2020v4.2","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2020","","","","","","","","","","66971","","50228","16743","","","","","422207","157293","231939","32975","11906","3828","6868","1210","54066","17385","31186","5495","42519","13672","24526","4321","","","","","4200","","4200","","8400","","8400","","","","","","","","","","","","","","10325","","","10325","","","","","11623","","","11623","","","","","","","","","","14637","4706","8443","1488","1014","","1014","","","","","","","","","","21827","","21827","","","","","","25800","8892","14286","2622","10470","3366","6040","1064","9800","5057","4032","711","753718","237505","437050","79163","","","","","","EIN-04-2596491"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202240679349300729","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202240679349300729_public.xml","2020v4.2","42592472","CAPE COD ACADEMY","","990","2020","","","","3617521","3617521","","","","","312687","268509","27652","16526","","","","","2663739","2287396","235561","140782","73551","65769","6767","1015","1096556","1080426","7800","8330","264330","233828","19672","10830","","","","","45706","","45706","","26660","","26660","","","","","","","","","","","","","","342170","65800","276370","","70148","","70148","","13431","","9035","3297","1099","37595","","37595","","","","","","139030","132078","6952","","976","976","","","","","","","","","","","217766","","217766","","","","","","555250","500168","28959","26123","144760","14255","129980","525","","","","","10494575","9017607","1270518","206450","","","","","","EIN-04-2592472"
